POET,POEM,VERSE,PART1,PART2,ERA,POEM_METER,VERSE_METER
Abou Nawas,3azzou Akhillaya Qalbi,7,فَكَمْ عَصَبْتُ بِرَأْسِي,وَكَمْ عَرَكْتُ بِجَنْبِي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,8,وَلَسْتُ أُحْمَلُ مِنْهُ,إِلَّا عَلَى ظَهْرِ صَعْبِ,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,9,يَا قَاتِلِي أَنْتَ وَاللَّا,هِ فِي الحُكُومَةِ تِرْبِي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,10,أَتَيْتُ حِبِّي وَحِبِّي,بِكْرٌ بِخَاتَمِ رَبِّي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,11,فَكُنْتُ أَوَّلَ حَيٍّ,إِفْتَضَّ عُذْرَةَ حُبِّي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,12,وَلَيْسَ لِي مِنْكَ إِلَّا,كَرْبٌ عَلَى إِثْرِ كَرْبِ,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,13,تَبِيعُ وَصْلِي بِهَجْرِي,وَعَفْوَ سِلْمِي بِحَرْبِي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,14,أَنَا الفِدَاءُ لِظَبْيٍ,مُفَتَّرِ اللَّحْظِ رَطْبِ,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,15,مَنْ لَيْسَ يَخْفَى عَلَيْهِ,حُبِّي وَلَكِنْ يُغَبِّي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,16,لَوْ شَاءَ قَالَا وَلَكِنْ,فِيهِ حَيًا وَتَأَبِّي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Nawas,3azzou Akhillaya Qalbi,17,مَا جَازَ هَذَا إِلَيْنَا الْ,أَقْوَامَ إِلَّا لِحُبِّي,Abbassi: VIIIth - XVIth,mojtath_complete,mojtath_complete
Abou Tamam,Lamma Raayto Al Amra,1,لَمَّا رَأَيْتُ الأَمْرَ أَمْرًا جِدَّا,وَلَمْ أَجِدْ مِنَ القِيَامِ بُدَّا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,2,لَبِسْتُ جِلْدَ نَمِرٍ مُعْتَدَّا,وَجِلْدَ ضِرْغَامٍ يَقُدُّ قَدَّا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,3,جَمَعْتُ جَمْعَ العَرَبِ الأَشِدَّا,جَمْعًا يُلِدُّ الظَّالِمَ الأَشَدَّا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,4,يَهُدُّ أَرْكَانَ الجِبَالِ هَدَّا,كَانَ تَمِيمٌ لِأَبِينَا عَبْدَا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,5,أَسْوَدَ نَضَّاحَ المَقَدِّ جَعْدَا,وَنَحْنُ كُنَّا لِلنَّبِيِّ جُنْدَا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,6,يَوْمَ بُزَاخَاتٍ وَرَدْنَ وِرْدَا,وَعُدَّ لِي بَدْرًا وَعُدَّ أُحْدَا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Lamma Raayto Al Amra,7,وَطَيِّءٌ قَدْ أَلْبَسَتْنِي بُرْدَا,حَتَّى فَخَرْتُ فَهَزَمْتُ العَبْدَا,Abbassi: VIIIth - XVIth,rajaz_complete,rajaz_complete
Abou Tamam,Mithla Widdi,1,مِثْلَ وِدِّي لَا يُغَيِّرُهُ,لَكَ هِجْرَانٌ وَلَا بُعُدُ,Abbassi: VIIIth - XVIth,madid_complete,madid_complete
Abou Tamam,Mithla Widdi,2,وَجُفُونِي لَا يَزَالُ بِهَا,طَيْفُ حِلْمٍ مِنْكَ يَطَّرِدُ,Abbassi: VIIIth - XVIth,madid_complete,madid_complete
Abou Tamam,Mithla Widdi,3,وَضَمِيرِي أَنْتَ تَعْلَمُهُ,لَكَ لَا يَلْوِي بِهِ أَحَدُ,Abbassi: VIIIth - XVIth,madid_complete,madid_complete
Abou Tamam,Mithla Widdi,4,يَا مُقِيدَ الشَّوْقِ مِنْ كَبِدِي,آهِ لَا صَبْرٌ وَلَا جَلَدُ,Abbassi: VIIIth - XVIth,madid_complete,madid_complete
Abou Tamam,Mithla Widdi,5,جَرَحَتْنِي مِنْكَ جَارِحَةٌ,كُلُّ أَعْضَائِي لَهَا عَدَدُ,Abbassi: VIIIth - XVIth,madid_complete,madid_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,1,أَمَا كُنْتَ مَعَ الحَيِّ,صَبَاحًا حِينَ وَلَّيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,2,وَقَدْ صَاحَ بِنَا المَجْدُ,إِلَى أَيْنَ إِلَى أَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,3,إِلَى أَنْ أُدْرِكَ العِرْقُ,فَثُبْنَا ثُمَّ لَاقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,4,حُمِينَا بِالحَفِيظَاتِ,فَقَارَعْنَا وَحَامَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,5,فَلَا تَسْأَلْ عَنِ الكَاسِ الْ,لَتِي فِيهَا تَسَاقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,6,تَنَاكَيْنَا فَلَمَّا غَ,لَبَ الأَمْرُ تَبَاكَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,7,عَنِ الحِلْمِ تَحَاجَزْنَا,وَبِالضِّغْنِ تَلَاقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,8,وَلَوْلَا أَطَّةُ الأَرْحَا,مِ أَعْذَرْنَا وَأَبْلَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,9,إِذَا نَاشَدَتِ القُرْبَى,تَبَاقَيْنَا وَأَبْقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,10,بَنِي أَعْمَامِنَا مَهْلًا,سَيَنْأَى بَيْنُ دَارَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,11,وَيَغْدُو رَهَجُ الرَّوْعِ,لِحَامًا بَيْنَ غَارَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,12,إِذَا مَا ضَرَبَ النَّقْعُ,عَلَى الحَرْبِ رِوَاقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,13,عَسَى الأَرْحَامُ تَثْنِينَا,إِذَا نَحْنُ تَبَاغَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,14,تَبَالُوا لِتُلَاقُونَا,فَإِنَّا قَدْ تَبَالَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,15,فَلَمْ يَلْقَ لَنَا العَاجِ,مُ رِعْدِيدًا وَلَا هَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,16,لَنَا كُلُّ غُلَامٍ هَمْ,مُهُو أَنْ يَرِدَ الحَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,17,يُخَالُ مُوَفِّيًا نَذِرًا,بِهِ أَوْ قَاضِيًا دَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,wafir_partial
Acharif Arradi,Amaa Konta Ma3a Alhayyi,18,حَدِيدُ السَّمْعِ فِي حَيْثُ,تَكُونُ الأُذُنُ العَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,19,غِرَارُ النَّوْمِ يَجْلُو عَنْ,لِحَاظِ الضَّرِمِ الرَّيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,20,إِذَا السَّيْرُ حَذَا أَيْدِي الْ,رِكَابِ الدَّمَ وَالأَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,21,أَذَاتَ الطَّوْقِ تَجْلُو فِي,هِ بَرَّاقَ الطُّلَى لَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,22,قِفِي أُخْبِرْكِ عَنْ صَبْرِي,إِذَا أَوْعَدْتِنِي البَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,23,سَلِي عَنْ هَيْئَةِ السَّيْفِ,شُجَاعَ القَوْمِ لَا القَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,24,لَنَا السَّبْقُ بِأَقْدَامٍ,إِلَى المَجْدِ تَسَاعَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,25,تَرَيْ زَمْجَرَةَ الآسَا,دِ هَمْسًا بَيْنَ غَابَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,26,إِذَا سَاوَمَنَا الضَّيْمُ,عَلَى الأَعْرَاضِ غَالِينَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,27,وَإِنْ نَازَعَنَا الحَقُّ,عِنَانَ المَالِ أَلْقَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,28,إِذَا مَا رَوَّحَ الأُعْيَا,نُ أَعْطَيْنَا وَأَمْطَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,29,يَظُنُّ المُجْتَدِي أَنَّا,عَلَى الجُودِ تَوَاطَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,30,مَلَكْنَا مَقْطَعَ الرِّزْقِ,فَأَفْقَرْنَا وَأَغْنَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,31,وَحُزْنَا طَاعَةَ الدَّهْرِ,فَأَغْضَبْنَا وَأَرْضَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,32,مَتَى لَمْ يُطِعِ الجُودُ,سَخَونَا أَوْ تَسَاخَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,33,سِرَاعًا فَتَفَاقَدْنَا,جَمِيعًا وَتَنَاعَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,34,إِذَا مَا ثَوَّبَ الدَّاعِي,إِلَى المَوْتِ تَدَاعَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,35,وَمَا يَنْفَعُنَا يَوْمًا,إِذَا نَحْنُ تَفَادَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Acharif Arradi,Amaa Konta Ma3a Alhayyi,36,وَمَا أَعْلَمَنَا أَنَّا,إِلَى الغَايَةِ أَجْرَيْنَا,Abbassi: VIIIth - XVIth,hazaj_complete,hazaj_complete
Ahmed Al Kiwani,Foaadon miloho amalo,1,فُؤَادٌ مِلْؤُهُ أَلَمُ,وَجِسْمٌ حَشْوُهُ سَقَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,2,وَعَيْنٌ كُحْلَهَا سَهَرٌ,وَطَرْفٌ دَمْعُهُ دِيَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,3,وَقَلْبٌ وَجْدُهُ يَزْدَا,دُ إِنْ وَصَلُوا وَإِنْ صَرَمُوا,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,4,وَأَغْيَدُّ لَحْظِهِ يَبْلُو,سَرَائِرُنَا وَيَتَّهِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,5,فَيَنْكَشِفُ الضَّمِيرُ لَهُ,وَلَمْ يَنْطِقْ هُنَاكَ فَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,6,يُجَرِّحُنِي بِمُقْلَتِهِ,جِرَاحًا لَيْسَ تَلْتَئِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,7,فَأَقْضِي بَيْنَ جُلَّاسِي,وَيَحْيِينِي وَمَا عَلِمُوا,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,8,قَلِيلُ العَدْلِ وَالإِنْصَا,فِ وَهْوَ الخَصْمُ وَالحَكَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,9,يُصَدُّ فِي أَعِدَّائِي,فَيَأْخُذُنِي بِمَا زَعَمُوا,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,10,يُعَذِّبُنِي بِلَا ذَنْبٍ,وَيَجْفُونِي وَيَنْتَقِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,11,وَأَسْلَاكٌ مِنَ الشَّكْوَى,وَلَكِنْ دُرَّهَا كَلِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,12,أُجَمْجِمُهَا وَتَسْبِقُنِي,وَأَنْثُرُهَا فَتَنْتَظِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,13,كَأَدْمُعِ عَاشِقٍ كَلَفٍ,يُكَفْكِفُهَا وَتَنْسَجِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,14,وَنَدْمَانٌ طَرَدْتَ نُعَا,سَهُ وَاللَّيْلُ يَنْهَزِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,15,وَجَفْنُ غَمَامِهِ يَبْكِي,وَثَغْرُ البَرْقِ يَبْتَسِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,16,وَجَيْشُ الصُّبْحِ يَصْدِمُ عَسْكَرَ,الظُّلَمَا وَيَقْتَحِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,17,لَهُ مِنْ لَوِّ دَمْعِيَ إِذْ,بَدَا فِي شَرْقِهِ عَلَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,18,بِصَافِيَةٍ مُشَعْشَعَةٍ,تَصُبُّ فَتَتْجَلِي الظُّلَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,19,مَدَامٍ عَمَّرَتْ حِقَبًا,فَأَبْلَى جِسْمُهَا القِدَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,20,وَغَابَتْ رَقَّةٌ حَتَّى,كَأَنَّ وُجُودَهَا عَدَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,21,فَقُلْتُ أَلَا تَرَى هَمِّي,أُدَافِعُهُ وَيَزْدَحِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,22,أَنُكْرِي مَعْرِضًا عَنِّي,وَتُهْمِلُنِي وَتَهْتَضِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,23,وَلَيْسَ لِدَفْعِ هَمِّ النَّفْسِ,إِلَّا الرَّاحُ وَالنَّغَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,24,فَهَلْ لَكَ فِي مُسَاعَدَتِي,فَوِدُّ الحَرِّ يَغْتَنِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,25,فَأَطْرُقُ رَأْسَهُ خَجَلًا,وَغَنَّى وَهْوَ مُحْتَشِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,26,عِتَابٌ لَيْسَ يَنْصَرِمُ,وَحُبٌّ لَيْسَ يَنْكَتِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,27,فَأَزْكَى نَارَ أَشْوَاقِي,وَزَادَ الوَجْدُ وَالأَلَمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Foaadon miloho amalo,28,فَقَدْ أَيْقَنْتَ إِنَّ الحُ,بَّ دَاءٌ لَيْسَ يَنْحَسِمُ,Othoman: XIIIth - XXth,wafir_partial,wafir_partial
Ahmed Al Kiwani,Wajdon Lahou,1,وَجْدٌ لَهُ فِي الحَشَا دَبِيبٌ,يُشْفِقُ مِنْ حَرِّهِ اللَّهِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,2,وَغِلَّةٌ مَا لَهَا شِفَاءٌ,وَعِلَّةٌ مَا لَهَا طَبِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,3,مَا تَرَكَ الشَّوْقَ وَالتَّنَائِي,مِنِّي سِوَى مَدْمَعٌ يَصُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,4,تَنَفَّسِي لِلْعَلِيلِ عَلَّ الْ,عَلِيلُ يَرْتَاحُ يَا جُنُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,5,سَقَاكَ يَا عَهْدَنَا وَحَيَّا,كَ بِاللِّوَى عَارِضٌ سَكُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,6,أَعَائِدٌ عَيْشَنَا الرَّطِيبُ,فَرُبَّمَا أَخْصَبَ الجَدِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,7,أَيَّامَ رَوْضُ الشَّبَابِ غَضٌّ,وَحَيْثُ بَرْدُ الهَوَى قَشِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,8,إِذْ يُسْكِرُ الشُّرْبُ وَالحُمَيَّا,مِنْ فَمِهِ الشَّادِنِ الرَّبِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,9,يُدِيرُ كَاسَ الأَدَابِ صَرْفًا,وَالرَّاحُ مِنْ رِيقِهِ يَشُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,10,القَدُّ وَالثَّغْرُ وَالمُحَيَّا,وَالبَدْرُ وَالدُّرُّ وَالقَضِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,11,يَرُوعُنِي لَحْظَةَ الغَضُوبِ,كَأَنَّهُ صَارِمٌ مُهِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,12,إِذَا خَلَوْنَا بِلَا رَقِيبٍ,أَشْكُو هَوَاهُ فَلَا يُجِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,13,قُمْ نَشْتَكِي الشَّوْقَ يَا سَمِيرِي,فَأَنْتَ وَافِي الهَوَى تَسِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,14,بَانُوا وَوَجْهُ الزَّمَانِ طَلْقٌ,فَصَارَ فِي وَجْهِهِ قَطُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,15,فَلَا نَدِيمٌ وَلَا صَدِيقٌ,وَلَا أَنِيسٌ وَلَا حَبِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,16,يَفْدِيكَ قَلْبٌ لَهُ وَجِيبٌ,فِي جَسَدٍ كُلُّهُ نَدُوبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
Ahmed Al Kiwani,Wajdon Lahou,17,تَحْضُرُ لِي بَعْضُهُ الأَمَانِي,وَالشَّوْقُ عَنِّي بِهِ يَغِيبُ,Othoman: XIIIth - XXth,bassit_mokhlaa,bassit_mokhlaa
